Country Name,Year,Male Values
Turkmenistan,2012,1.853413868
Turkmenistan,2011,3.096544011
Turkmenistan,2010,2.883358906
Turks and Caicos Islands,2014,11.28827431
Turks and Caicos Islands,2013,17.6268398
Turks and Caicos Islands,2009,13.76083666
Turks and Caicos Islands,2008,7.163836951
Turks and Caicos Islands,2007,7.473003774
Turks and Caicos Islands,2002,18.94118761
Turks and Caicos Islands,1997,0
Turks and Caicos Islands,1996,12.31754634
Turks and Caicos Islands,1995,0
Turks and Caicos Islands,1994,13.48526735
Turks and Caicos Islands,1993,14.15328002
Turks and Caicos Islands,1992,14.87984525
Uganda,2017,19.67880369
Uganda,2016,18.66580915
Uganda,2014,20.2662794
Uganda,2013,17.63364582
Uganda,2012,19.69066003
Uganda,2011,18.35829569
Uganda,2010,16.08356669
Uganda,2008,16.0563257
Ukraine,2017,11.0696777
Ukraine,2010,6.573743528
Ukraine,2009,7.261283185
Ukraine,2008,8.134694239
Ukraine,2006,9.535374372
Ukraine,2005,9.564564501
Ukraine,2004,10.88790622
Ukraine,2003,12.61216905
Ukraine,2002,13.43525882
Ukraine,2001,15.03462662
Ukraine,2000,13.73598691
Ukraine,1999,13.13443168
Ukraine,1998,13.01897223
Ukraine,1997,13.09078014
Ukraine,1996,15.15463528
Ukraine,1995,13.79260126
Ukraine,1994,12.9772328
Ukraine,1993,11.22433048
Ukraine,1992,10.29544596
Ukraine,1991,7.860642004
Ukraine,1990,7.461140821
United Arab Emirates,2021,0.522110056
United Arab Emirates,2020,0.787599964
United Arab Emirates,2019,0.667306764
United Arab Emirates,2015,0.791829246
United Arab Emirates,2014,0.708026488
United Arab Emirates,2013,0.616834115
United Arab Emirates,2012,0.833274471
United Arab Emirates,2011,0.581666781
United Arab Emirates,2010,0.794390979
United Kingdom,2020,1.443133077
United Kingdom,2019,1.710539114
United Kingdom,2018,1.503746487
United Kingdom,2017,1.715543388
United Kingdom,2016,1.810742548
United Kingdom,2015,1.415243856
United Kingdom,2014,1.196965989
United Kingdom,2013,1.193912243
United Kingdom,2012,1.244106109
United Kingdom,2011,1.437046259
United Kingdom,2010,1.536335939
United Kingdom,2009,1.575039219
United Kingdom,2008,1.547896919
United Kingdom,2007,1.783776722
United Kingdom,2006,1.797632887
United Kingdom,2005,1.803903992
United States,2021,10.76244359
United States,2020,10.34234112
United States,2019,7.894991723
United States,2018,7.706149137
United States,2017,8.329064163
United States,2016,8.4598649
United States,2015,7.81919858
United States,2014,6.901257999
United States,2013,7.071833601
United States,2012,7.398454799
United States,2011,7.369908952
United States,2010,7.444892456
United States,2009,7.81016173
United States,2008,8.552866281
United States,2007,9.017945077
United States,2006,9.246798866
United States,2005,9.013994899
United States,2004,8.700571305
United States,2003,8.951839556
United States,2002,8.780014655
United States,2001,10.36589084
United States,2000,8.542611373
United States,1999,8.54347025
United States,1998,9.462798876
United States,1997,10.502437
United States,1996,11.46554502
United States,1995,12.70753019
United States,1994,14.22920096
United States,1993,14.93813245
United States,1992,14.81657971
United States,1991,15.63608763
United States,1990,15.05263233
Uruguay,2021,15.96874705
Uruguay,2020,18.07048755
Uruguay,2019,20.85408948
Uruguay,2018,21.95655859
Uruguay,2017,13.77931996
Uruguay,2016,13.45684535
Uruguay,2015,14.78434028
Uruguay,2014,13.25125292
Uruguay,2013,12.62263797
Uruguay,2012,14.07770586
Uruguay,2011,9.742775316
Uruguay,2010,10.14191884
Uruguay,2009,11.22357074
Uruguay,2008,11.00350745
Uruguay,2007,10.09454602
Uruguay,2006,9.92675119
Uzbekistan,2021,1.759335408
Uzbekistan,2020,1.717194724
Uzbekistan,2019,1.564080231
Uzbekistan,2018,1.835839593
Uzbekistan,2017,2.415408303
Uzbekistan,2016,3.171508238
Uzbekistan,2015,3.294786378
Vanuatu,2020,0
Vanuatu,2019,0.652958883
"Venezuela, RB",2017,89.97765377
"Venezuela, RB",2016,106.5167093
"Venezuela, RB",2015,96.16430758
"Venezuela, RB",2012,103.0495914
"Venezuela, RB",2011,91.64793237
"Venezuela, RB",2010,85.81874483
"Venezuela, RB",2009,93.53754682
"Venezuela, RB",2008,99.31468637
"Venezuela, RB",2007,90.76411511
"Venezuela, RB",2006,85.51473839
"Venezuela, RB",2005,70.52372998
"Venezuela, RB",2004,69.49783167
"Venezuela, RB",2003,82.53625193
"Venezuela, RB",2002,69.15369598
"Venezuela, RB",2001,59.984036
"Venezuela, RB",2000,61.28020455
"Venezuela, RB",1999,46.21434771
"Venezuela, RB",1998,35.4345886
"Venezuela, RB",1997,33.51425338
"Venezuela, RB",1996,40.68958022
"Venezuela, RB",1994,40.58771345
"Venezuela, RB",1993,37.52766509
"Venezuela, RB",1992,29.23442735
"Venezuela, RB",1990,23.09978926
Virgin Islands (U.S.),2012,99.9590168
Virgin Islands (U.S.),2011,83.33664034
Virgin Islands (U.S.),2010,96.57551121
Virgin Islands (U.S.),2009,94.25070688
Virgin Islands (U.S.),2008,86.32020874
Virgin Islands (U.S.),2007,78.44136998
Virgin Islands (U.S.),2006,76.48633542
Virgin Islands (U.S.),2005,66.72685167
Virgin Islands (U.S.),2004,70.51978962
Virgin Islands (U.S.),2003,54.61123626
Virgin Islands (U.S.),2002,69.97968645
Virgin Islands (U.S.),2001,50.44038335
Virgin Islands (U.S.),2000,38.70755475
Virgin Islands (U.S.),1999,44.5723477
Virgin Islands (U.S.),1998,44.87980019
Virgin Islands (U.S.),1997,47.21249557
West Bank and Gaza,2021,1.406016854
West Bank and Gaza,2020,1.358575669
West Bank and Gaza,2019,1.14434596
West Bank and Gaza,2018,0.877299805
West Bank and Gaza,2017,1.239097809
West Bank and Gaza,2015,2.105311252
West Bank and Gaza,2012,1.055060237
West Bank and Gaza,2011,1.024038427
West Bank and Gaza,2010,1.124948649
Zimbabwe,2021,10.92303561
Zimbabwe,2020,8.584714374
Zimbabwe,2019,8.614503658
Zimbabwe,2018,8.058139974
Zimbabwe,1990,8.302434679
