Country Name,Year,Female Value
Austria,2003,0.559976459
Austria,2002,0.905412084
Austria,2001,1.008497767
Austria,2000,1.295243723
Austria,1999,0.769202039
Austria,1998,0.820702925
Austria,1997,0.905161484
Austria,1996,1.22710765
Austria,1995,0.92549596
Austria,1994,1.275642481
Austria,1993,0.847056756
Austria,1992,1.049979243
Austria,1991,1.160520922
Austria,1990,0.996013398
Azerbaijan,2021,1.320886625
Azerbaijan,2020,1.517109733
Azerbaijan,2019,1.157930643
Azerbaijan,2018,1.263578242
Azerbaijan,2017,1.488506623
Azerbaijan,2016,1.403163026
Azerbaijan,2015,1.438277088
Azerbaijan,2014,1.758128769
Azerbaijan,2013,1.431978661
Azerbaijan,2012,1.201454879
Azerbaijan,2011,1.573028806
Azerbaijan,2010,1.316129818
"Bahamas, The",2021,2.81851577
"Bahamas, The",2020,5.189523767
"Bahamas, The",2019,2.846023039
"Bahamas, The",2018,1.43368833
"Bahamas, The",2017,2.891162199
"Bahamas, The",2016,3.402418634
"Bahamas, The",2015,7.849158791
"Bahamas, The",2014,5.450360839
"Bahamas, The",2013,7.505892125
"Bahamas, The",2012,5.055368928
"Bahamas, The",2011,8.184268812
"Bahamas, The",2010,6.741532247
"Bahamas, The",2009,5.265860112
"Bahamas, The",2008,3.743916136
"Bahamas, The",2007,4.345688669
"Bahamas, The",2006,2.757829478
"Bahamas, The",2005,4.478581185
"Bahamas, The",2004,1.136069936
"Bahamas, The",2003,3.457894373
"Bahamas, The",2002,7.152946679
"Bahamas, The",2001,3.059373184
"Bahamas, The",2000,9.898212269
"Bahamas, The",1997,4.33021027
"Bahamas, The",1996,4.801429885
"Bahamas, The",1995,4.368576827
"Bahamas, The",1994,3.722027532
"Bahamas, The",1993,4.091694882
Bahrain,2021,0.180304932
Bahrain,2020,0
Bahrain,2019,0.178323368
Bahrain,2018,0
Bahrain,2017,0.183608532
Bahrain,2016,0.187745653
Bahrain,2015,0
Bahrain,2014,0
Bahrain,2013,0.210788137
Bahrain,2012,0.217620279
Bahrain,2011,0.218212923
Bahrain,2010,0.217559203
Barbados,2021,4.099312682
Barbados,2020,2.052474943
Barbados,2019,3.425666463
Barbados,2018,2.744387727
Barbados,2017,1.374169057
Barbados,2016,1.376325143
Barbados,2015,2.067917297
Barbados,2014,2.071479865
Barbados,2013,4.842229778
Barbados,2012,1.386169494
Barbados,2011,1.389009463
Barbados,2010,5.568335659
Barbados,2009,2.094994012
Barbados,2008,2.806387338
Barbados,2007,4.229864962
Barbados,2006,1.077455672
Barbados,2005,6.511169462
Barbados,2004,0.628295427
Barbados,2003,7.887594606
Barbados,2002,5.401687487
Barbados,2001,3.229840627
Barbados,2000,3.62852602
Barbados,1995,3.66684512
Barbados,1994,4.412251351
Barbados,1993,3.688798226
Barbados,1992,2.961120488
Barbados,1991,6.685410577
Barbados,1990,8.186198813
Belarus,2019,1.671059119
Belarus,2018,1.610662741
Belarus,2017,1.800579844
Belarus,2016,2.030660094
Belarus,2015,2.223990337
Belarus,2014,2.225691231
Belarus,2013,1.977005317
Belarus,2012,2.418319809
Belarus,2011,2.243865617
Belarus,2010,2.603780268
Belarus,2009,3.782906269
Belarus,2008,3.487178569
Belarus,2007,4.206462939
Belgium,2021,0.187183877
Belgium,2019,0.942961946
Belgium,2018,1.257409566
Belgium,2017,1.592423939
Belgium,2016,1.165817737
Belgium,2015,1.836772822
Belgium,2014,1.425869241
Belgium,2013,1.747960153
Belgium,2012,1.375536896
Belgium,2011,1.654273515
Belgium,2010,1.252644199
Belgium,2009,1.382657121
Belgium,2008,1.304093603
Belgium,2007,1.606671764
Belgium,2006,1.62508098
Belgium,2005,1.716884643
Belgium,2004,2.368412002
Belgium,2003,1.773497671
Belgium,2002,2.497124081
Belgium,2001,1.951835394
Belgium,2000,1.588748391
Belize,2021,5.533185279
Belize,2020,5.609082635
Belize,2019,8.801404083
Belize,2018,10.01544487
Belize,2017,5.910610082
Belize,2016,8.218525103
Belize,2015,5.030588775
Belize,2014,6.846442845
Belize,2013,5.82682671
Belize,2012,8.333928614
Belize,2011,7.298914895
Belize,2010,10.02315426
Belize,2009,5.735278655
Belize,2004,10.35790252
Bermuda,2019,0
Bermuda,2017,0
Bermuda,2016,0
Bermuda,2015,0
Bermuda,2014,3.071960679
Bermuda,2013,0
Bermuda,2012,0
Bermuda,2011,6.128295874
Bermuda,2010,0
Bermuda,2009,3.07285745
Bermuda,2005,0
Bermuda,2004,3.10703744
Bermuda,1996,3.274501457
Bermuda,1992,3.374445326
Bermuda,1991,0
Bermuda,1990,0
Bhutan,2020,1.37703681
Bhutan,2019,0.555006716
Bhutan,2018,0.559492205
Bhutan,2017,1.129044095
Bhutan,2016,1.139188954
Bhutan,2015,0.574567351
Bolivia,2021,2.906530143
Bolivia,2020,2.574073378
Bolivia,2019,3.344185443
Bolivia,2018,3.758106448
Bolivia,2017,4.272903864
Bolivia,2016,3.893345897
Bolivia,2015,3.501783642
Bolivia,2008,2.801459934
Bosnia and Herzegovina,2021,0.42148984
Bosnia and Herzegovina,2020,0.296638551
Bosnia and Herzegovina,2019,0.585408974
Bosnia and Herzegovina,2018,0.462456482
Bosnia and Herzegovina,2017,0.570774953
Bosnia and Herzegovina,2016,0.84510994
Bosnia and Herzegovina,2015,1.000329831
Bosnia and Herzegovina,2014,0.602463418
Bosnia and Herzegovina,2013,0.755976262
Bosnia and Herzegovina,2012,1.275330251
Bosnia and Herzegovina,2011,0.834644421
Bosnia and Herzegovina,2010,0.512340883
Bosnia and Herzegovina,2009,0.75531154
Bosnia and Herzegovina,2002,1.16299084
Bosnia and Herzegovina,2001,1.349809072
Bosnia and Herzegovina,2000,0.93428431
Bosnia and Herzegovina,1990,0.705803625
Botswana,2021,7.6295808
Botswana,2020,8.839306068
Brazil,2020,3.528966355
Brazil,2019,3.465440504
Brazil,2018,4.227047461
Brazil,2017,4.654611563
Brazil,2016,4.420112968
Brazil,2015,4.433693109
Brazil,2014,4.680731098
Brazil,2013,4.656802383
Brazil,2012,4.655457803
Brazil,2011,4.493117206
Brazil,2010,4.486338028
Brazil,2009,4.326361587
Brazil,2008,4.125493243
Brazil,2007,3.908237806
Brazil,2006,4.207847253
Brazil,2005,4.111489176
Brazil,2004,4.104113788
Brazil,2003,4.266028982
Brazil,2002,4.244672812
Brazil,2001,4.279903535
Brazil,2000,4.217493777
Brazil,1999,4.040918367
Brazil,1998,4.061918527
Brazil,1997,4.222312884
Brazil,1996,4.401170597
Brazil,1995,3.702215952
Brazil,1994,3.210817498
Brazil,1993,3.014978931
Brazil,1992,2.799772582
Brazil,1991,3.24230307
Brazil,1990,3.128190419
British Virgin Islands,2006,8.203445447
British Virgin Islands,2004,8.867999823
British Virgin Islands,2003,9.217439395
British Virgin Islands,2002,0
British Virgin Islands,2001,0
British Virgin Islands,1999,10.49923881
British Virgin Islands,1996,0
British Virgin Islands,1995,0
British Virgin Islands,1994,0
British Virgin Islands,1993,0
British Virgin Islands,1992,0
British Virgin Islands,1990,13.15876044
Brunei Darussalam,2000,1.265742675
Brunei Darussalam,1999,1.294368526
Brunei Darussalam,1998,0
Brunei Darussalam,1997,1.355821899
Brunei Darussalam,1996,2.083919436
Bulgaria,2021,0.789507669
Bulgaria,2020,0.723448769
Bulgaria,2019,0.63332661
Bulgaria,2018,1.0365128
Bulgaria,2017,0.945824267
Bulgaria,2016,0.589249859
Bulgaria,2015,0.769884354
Bulgaria,2014,0.684177578
Bulgaria,2013,0.887363667
Bulgaria,2012,0.957915162
Bulgaria,2011,0.770634213
Bulgaria,2010,0.688663075
Bulgaria,2009,0.887110387
Bulgaria,2008,0.906994172
Bulgaria,2007,0.951238274
Bulgaria,2006,1.342799072
Bulgaria,2005,1.284405868
Bulgaria,2004,1.402339168
Bulgaria,2003,1.264342391
Bulgaria,2002,1.370900192
Bulgaria,2001,1.485205302
Bulgaria,2000,2.319118343
Bulgaria,1999,2.080048547
Bulgaria,1998,2.340914724
Bulgaria,1997,2.195261003
Bulgaria,1996,1.91404078
Bulgaria,1995,1.78871696
Bulgaria,1994,2.246016088
Bulgaria,1993,2.065253375
Bulgaria,1992,2.261220268
Bulgaria,1991,2.078661903
Bulgaria,1990,1.177057542
Burundi,2016,2.238210363
Burundi,2015,1.442473465
Burundi,2014,1.927652007
Burundi,2013,1.894715726
Cabo Verde,2020,3.07277352
Cabo Verde,2019,1.723805058
Cabo Verde,2018,2.786325411
Cabo Verde,2017,2.465040444
Cabo Verde,2015,2.522622518
Cabo Verde,2014,5.467030163
Cabo Verde,2013,2.580902062
Cabo Verde,2012,3.797230598
Cabo Verde,2011,2.746056568
Cameroon,2020,2.266487672
Cameroon,2017,1.650954875
Cameroon,2016,0.983465383
Cameroon,2015,1.662511182
Canada,2021,1.026308614
Canada,2020,0.933787
Canada,2019,0.820911834
Canada,2018,0.901068861
Canada,2017,0.939629893
Canada,2016,0.851917057
Canada,2015,0.99426578
Canada,2014,0.863289575
Canada,2013,0.854539809
Canada,2012,0.897670431
Canada,2011,1.03983459
Canada,2010,0.904774551
Canada,2009,0.95603231
Canada,2008,0.877319518
Canada,2007,1.001511347
Canada,2006,0.987370465
Canada,2005,1.107755194
Canada,2004,1.242408341
Canada,2003,0.980655728
Canada,2002,1.309881062
Canada,2001,1.037301908
Canada,2000,0.961851889
Canada,1999,1.086674646
Canada,1998,1.218679101
Canada,1997,1.315312688
Canada,1996,1.38611224
Canada,1995,1.290213846
Canada,1994,1.398533594
Canada,1993,1.381709852
Canada,1992,1.665580295
Canada,1991,1.956365037
Canada,1990,1.692193614
Cayman Islands,2014,0
Cayman Islands,2013,0
Cayman Islands,2010,0
Cayman Islands,2009,3.763855694
Cayman Islands,2008,0
Cayman Islands,2007,3.980337135
Cayman Islands,2006,4.098360656
Cayman Islands,2005,0
Cayman Islands,2004,4.354642048
Cayman Islands,2003,4.492766646
Cayman Islands,2001,4.789616112
Cayman Islands,2000,4.952701699
Cayman Islands,1998,0
Cayman Islands,1997,0
Cayman Islands,1996,0
Cayman Islands,1995,0
Cayman Islands,1994,0
Cayman Islands,1993,0
Cayman Islands,1992,0
Cayman Islands,1991,0
Cayman Islands,1990,0
Central African Republic,2016,10.61669915
Chile,2021,0.672223511
Chile,2020,1.14193325
Chile,2019,0.990710111
Chile,2018,0.997860915
Chile,2017,1.145426046
Chile,2016,0.987714532
Chile,2015,0.544191939
Chile,2014,0.706946972
Chile,2013,1.224244878
Chile,2012,0.423506366
Chile,2011,1.329208011
Chile,2010,1.120686299
Chile,2009,1.171636411
Chile,2008,1.227282831
Chile,2007,1.335974149
Chile,2006,1.106074757
Chile,2005,1.018855267
Colombia,2021,4.095578229
Colombia,2020,3.780377514
Colombia,2019,4.32539136
Colombia,2018,4.38548897
Colombia,2017,4.449056556
Colombia,2016,4.301478651
Colombia,2015,4.478484186
Colombia,2014,4.966684051
Colombia,2013,5.229279312
Colombia,2012,5.991361468
Colombia,2011,5.885511691
Colombia,2010,5.413239818
Colombia,2009,5.628027326
Colombia,2008,5.703003657
Colombia,2007,6.334710024
Colombia,2006,6.128887445
Colombia,2005,7.00451331
Colombia,2004,7.755377585
Colombia,2003,9.662712905
Colombia,2002,10.99703083
Colombia,2001,11.03408416
Colombia,2000,9.744449231
Colombia,1999,9.25172233
Colombia,1998,9.045035532
Colombia,1997,9.284182103
Colombia,1996,9.480274462
Colombia,1995,9.161115121
Colombia,1994,11.29044221
Colombia,1993,12.1794514
Colombia,1992,12.50640098
Colombia,1991,12.12399401
Colombia,1990,11.24647897
Costa Rica,2021,2.174574871
Costa Rica,2020,2.423311001
Costa Rica,2019,1.891136715
Costa Rica,2018,2.58422383
Costa Rica,2017,2.328398534
Costa Rica,2016,2.676490197
Costa Rica,2015,1.721189793
Costa Rica,2014,2.112648489
Costa Rica,2013,1.508101648
Costa Rica,2012,2.119368335
Costa Rica,2011,2.746240118
Costa Rica,2010,2.650755183
Costa Rica,2009,2.597733676
Costa Rica,2008,2.67844767
Costa Rica,2007,1.675190519
Costa Rica,2006,2.06674009
Costa Rica,2005,2.852645555
Costa Rica,2004,1.833912047
Costa Rica,2003,1.814001753
Costa Rica,2002,1.654340677
Costa Rica,2001,1.412238976
Costa Rica,2000,2.038595104
Costa Rica,1999,1.661002804
Costa Rica,1998,1.434364258
Costa Rica,1997,1.048561236
Costa Rica,1996,1.01490021
Costa Rica,1995,1.507592294
Costa Rica,1994,1.428614148
Costa Rica,1993,1.14121981
Costa Rica,1992,1.498561183
Costa Rica,1991,1.540394752
Costa Rica,1990,1.774656878
Croatia,2021,0.672014946
Croatia,2020,0.903379089
Croatia,2019,0.659676608
Croatia,2018,0.373770296
Croatia,2017,0.833603483
Croatia,2016,0.918330356
Croatia,2015,0.682982823
Croatia,2014,0.767922348
Croatia,2013,0.942160751
Croatia,2012,0.802578775
Croatia,2011,0.931161245
Croatia,2010,1.412215576
Croatia,2009,1.05507491
Croatia,2008,1.051648196
Croatia,2007,1.048265644
Croatia,2006,1.393196976
Croatia,2005,1.171825157
Croatia,2004,1.600421473
Croatia,2003,0.94940705
Croatia,2002,1.354273766
Croatia,2001,1.190841581
Croatia,2000,1.360404352
Croatia,1999,1.196766719
Croatia,1998,1.42870733
Croatia,1997,1.287032484
Croatia,1996,1.564908091
Croatia,1995,1.817750075
Croatia,1994,1.23502737
Croatia,1993,2.237621176
Croatia,1992,3.819651754
Croatia,1991,4.960795525
Croatia,1990,1.721270836
Cuba,2019,1.845857049
Cuba,2018,1.897705086
Cuba,2017,2.283963013
Cuba,2016,2.12595623
Cuba,2015,2.443796204
Cuba,2014,2.745651552
Cuba,2013,2.590567199
Cuba,2012,2.435481793
Cuba,2011,2.332539769
Cuba,2010,2.228810973
Cuba,2009,2.709009368
Cuba,2008,2.126674291
Cuba,2007,2.465746742
Cuba,2006,2.362140465
Cuba,2005,2.988793891
Cuba,2004,2.603280936
Cuba,2003,2.735564756
Cuba,2002,3.318538333
Cuba,2001,2.862970404
Cuba,2000,2.802412642
Cuba,1999,2.887145828
Cuba,1998,3.410419141
Cuba,1997,2.985458983
Cuba,1996,3.053193903
Cuba,1995,3.860637631
Cuba,1994,3.915572827
Cuba,1993,3.412771336
Cuba,1992,3.300805706
Curacao,2007,3.654102644
Curacao,2006,3.718854593
Curacao,2005,7.568256211
Curacao,2004,8.971196053
Curacao,2003,2.600577328
Curacao,2002,7.900090193
Curacao,2001,2.648410292
Cyprus,2021,1.127153366
Cyprus,2020,0.809578938
Cyprus,2019,1.630790632
Cyprus,2018,0.986451094
Cyprus,2017,0
Cyprus,2016,0.836556866
Cyprus,2015,0.506464171
Cyprus,2014,0.851518939
Cyprus,2013,0.515340395
Cyprus,2012,0.866714105
Cyprus,2011,1.050690566
Cyprus,2010,0.177590558
Cyprus,2009,1.264902128
Cyprus,2008,0.367770438
Cyprus,2007,0.561493873
Cyprus,2006,0.762172611
Cyprus,2005,0.388062047
Cyprus,2004,0.790597425
Czechia,2021,0.506156171
Czechia,2020,0.729863009
Czechia,2019,0.729299193
Czechia,2017,0.560739593
Czechia,2016,0.672781943
Czechia,2015,0.915575785
Czechia,2014,0.840936725
Czechia,2013,0.953082727
Czechia,2012,0.897254122
Czechia,2011,0.823426252
Czechia,2010,0.994303019
Czechia,2009,0.715292435
Czechia,2008,0.830997255
Czechia,2007,1.042042039
Czechia,2006,1.025586289
Czechia,2005,0.85602383
Czechia,2004,0.949970852
Czechia,2003,1.105140915
Czechia,2002,1.105383867
Czechia,2001,0.895773256
Czechia,2000,0.933008824
Czechia,1999,1.169204326
Czechia,1998,0.923692846
Czechia,1997,1.20179851
Czechia,1996,1.046644598
Czechia,1995,1.095129979
Czechia,1994,1.560512402
Denmark,2021,0.50984277
Denmark,2020,0.580529815
Denmark,2019,0.926506581
Denmark,2018,0.689568976
Denmark,2017,0.692882332
Denmark,2016,0.800782817
Denmark,2015,0.817773789
Denmark,2014,1.089287107
Denmark,2013,0.458705804
Denmark,2012,0.566839901
Denmark,2011,0.533631408
Denmark,2010,0.785984608
Denmark,2009,0.50222927
Denmark,2008,0.618848839
Denmark,2007,0.61468671
Denmark,2006,0.399218838
Denmark,2005,0.65569853
Denmark,2004,0.621515514
Denmark,2003,1.027116047
Denmark,2002,0.551874451
Denmark,2001,0.704896545
Denmark,2000,1.184887647
Denmark,1999,1.060832948
Denmark,1998,0.78824677
Denmark,1997,1.572186376
Denmark,1996,0.975461077
Denmark,1995,0.716526881
Denmark,1994,0.94639057
Denmark,1993,0.987755254
Denmark,1992,1.219641875
Denmark,1991,1.643961205
Denmark,1990,0.958202627
Dominica,2021,5.498584115
Dominica,2020,2.769162605
Dominica,2019,2.796811635
Dominica,2018,5.654429539
Dominica,2017,5.697356427
Dominica,2016,2.865699016
Dominica,2015,2.868370479
Dominica,2014,5.806442248
Dominica,2011,0
Dominica,2010,5.508468352
Dominica,2008,5.861836513
Dominica,2003,6.693846472
Dominica,2002,0
Dominica,2001,2.933153433
Dominican Republic,2021,2.56519108
Dominican Republic,2020,2.339103701
Dominican Republic,2019,2.680483419
Dominican Republic,2018,2.841898901
Dominican Republic,2017,3.612759472
Dominican Republic,2016,3.253930724
Dominican Republic,2014,3.669283369
Dominican Republic,2012,4.048327769
Dominican Republic,2011,4.756497442
Dominican Republic,2010,4.349726782
Dominican Republic,2009,3.778230746
Dominican Republic,2008,3.985274411
Dominican Republic,2007,3.763589178
Dominican Republic,2006,3.934218555
Dominican Republic,2005,4.747464765
Ecuador,2021,2.547441182
Ecuador,2020,1.875330847
Ecuador,2019,1.718376835
Ecuador,2018,1.622380289
Ecuador,2017,2.348361589
Ecuador,2016,2.153950378
Ecuador,2015,2.124591348
Ecuador,2014,2.331768249
Ecuador,2013,3.219159419
Ecuador,2012,2.984756037
Ecuador,2011,3.269573585
Ecuador,2010,3.163909326
Ecuador,2009,3.74973755
Ecuador,2008,2.941093623
Ecuador,2007,3.223537596
Ecuador,2006,3.179410807
Ecuador,2005,2.409096993
Ecuador,2004,3.22458538
Ecuador,2003,2.746173356
Ecuador,2002,2.84116412
Ecuador,2001,2.311180879
Ecuador,2000,2.295118563
Ecuador,1994,1.634658694
Ecuador,1993,1.466495776
Ecuador,1992,1.433494403
Ecuador,1991,2.076796033
Ecuador,1990,1.598790698
"Egypt, Arab Rep.",2021,0.548128953
"Egypt, Arab Rep.",2020,0.31068922
"Egypt, Arab Rep.",2012,0.581523624
"Egypt, Arab Rep.",2011,0.751744132
"Egypt, Arab Rep.",2010,0.457324121
"Egypt, Arab Rep.",2009,0.457290295
"Egypt, Arab Rep.",2008,0.266849185
"Egypt, Arab Rep.",2007,0.401793235
"Egypt, Arab Rep.",2006,0.362020122
"Egypt, Arab Rep.",2005,0.161524123
"Egypt, Arab Rep.",2004,0.135997317
El Salvador,2021,4.021193808
El Salvador,2020,3.975358241
El Salvador,2019,6.99581787
El Salvador,2018,11.75373131
El Salvador,2017,14.31203002
El Salvador,2016,16.04107495
El Salvador,2015,17.66365452
El Salvador,2014,9.066318734
El Salvador,2013,6.718902782
El Salvador,2012,10.01062619
El Salvador,2011,19.6017719
El Salvador,2010,17.61005265
El Salvador,2009,18.62108652
El Salvador,2008,10.00993257
El Salvador,2007,10.77998588
El Salvador,2006,14.21872022
El Salvador,2005,12.65428595
Estonia,2021,0.572630687
Estonia,2020,1.429381071
Estonia,2019,0.857700362
Estonia,2018,0.715566578
Estonia,2017,1.145803495
Estonia,2016,1.28796823
Estonia,2015,1.532568459
Estonia,2014,1.285916358
Estonia,2013,2.562476377
Estonia,2012,2.409532678
Estonia,2011,1.975956839
Estonia,2010,2.306620008
Estonia,2009,3.028102819
Estonia,2008,2.642261267
Estonia,2007,2.676206227
Estonia,2006,3.443956235
Estonia,2005,3.929030361
Estonia,2004,2.1762326
Estonia,2003,5.420542362
Estonia,2002,4.361629288
Estonia,2001,4.017464416
Estonia,2000,3.431121229
Estonia,1999,5.44332262
Estonia,1998,5.393229871
Estonia,1997,5.138154089
Estonia,1996,6.188649988
Estonia,1995,4.153973968
Estonia,1994,7.845117893
Fiji,2014,2.652364528
Fiji,2013,1.774870934
Fiji,2012,1.559294397
Fiji,2011,2.013663828
Fiji,2010,1.349139249
Fiji,2009,1.809039999
Fiji,2008,2.276265831
Fiji,2007,4.12665152
Fiji,2006,2.772867492
Fiji,2005,2.097877647
Finland,2019,1.001510313
Finland,2018,0.858903763
Finland,2017,1.074335801
Finland,2016,0.789003868
Finland,2015,0.574962124
Finland,2014,0.97285588
Finland,2013,0.831710293
Finland,2012,1.48859176
Finland,2011,1.349038573
Finland,2010,0.988454486
Finland,2009,1.249789098
Finland,2008,1.624134641
Finland,2007,1.778812783
Finland,2006,1.376381846
Finland,2005,1.306522984
Finland,2004,1.235650771
Finland,2003,1.132541569
Finland,2002,1.64211802
Finland,2001,1.793558935
Finland,2000,1.727695501
Finland,1999,1.19272364
Finland,1998,1.19805804
Finland,1997,1.374477355
Finland,1996,1.746223506
Finland,1995,1.856634735
Finland,1994,1.807372727
Finland,1993,1.534469351
Finland,1992,2.122182846
Finland,1991,1.473315922
Finland,1990,1.48029955
France,2021,0.683940904
France,2020,0.58251478
France,2019,0.784761625
France,2018,0.671825989
France,2017,0.775909923
France,2016,0.853496882
France,2015,1.159160054
Georgia,2020,1.203334138
Georgia,2019,0.951874479
Georgia,2018,1.102130418
Georgia,2017,1.052409492
Georgia,2016,1.704847735
Georgia,2014,1.679275023
Georgia,2010,1.376214878
Georgia,2009,1.617072567
Georgia,2008,2.08429823
Georgia,2007,2.163100675
Georgia,2006,2.145128425
Georgia,2005,3.404384895
Georgia,2004,1.595594568
Germany,2021,0.797546992
Germany,2020,0.845700679
Germany,2019,0.655199699
Germany,2018,0.873770703
Germany,2017,0.907493948
Germany,2016,1.123577215
Germany,2015,0.785343143
Germany,2014,0.81553105
Germany,2013,0.78989438
Germany,2012,0.713092111
Germany,2011,0.81440362
Germany,2010,0.946784313
Germany,2009,0.929398138
Germany,2008,0.882966199
Germany,2007,0.937618307
Germany,2006,1.06172809
Germany,2005,1.074932514
Germany,2004,1.097712034
Germany,2003,1.165765875
Germany,2002,1.133118634
Germany,2001,1.175038135
Germany,2000,1.300975751
Germany,1999,1.231542672
Germany,1998,1.441823313
